Date,Open,High,Low,Close,Adj Close,Volume
2018-02-16,910.000000,910.000000,910.000000,910.000000,834.712769,0
2018-02-19,910.000000,925.000000,900.000000,920.000000,843.885498,70904500
2018-02-20,910.000000,920.000000,900.000000,900.000000,825.540039,39191400
2018-02-21,895.000000,915.000000,890.000000,910.000000,834.712769,53100700
2018-02-22,905.000000,910.000000,895.000000,900.000000,825.540039,25720600
2018-02-23,910.000000,915.000000,880.000000,895.000000,820.953735,45745800
2018-02-26,895.000000,905.000000,885.000000,900.000000,825.540039,24513000
2018-02-27,905.000000,955.000000,900.000000,945.000000,866.817078,291118200
2018-02-28,945.000000,960.000000,940.000000,955.000000,875.989746,90085600
2018-03-01,955.000000,955.000000,925.000000,940.000000,862.230774,69385900
2018-03-02,925.000000,930.000000,910.000000,920.000000,843.885498,40085400
2018-03-05,920.000000,940.000000,905.000000,910.000000,834.712769,36938600
2018-03-06,920.000000,925.000000,890.000000,905.000000,830.126404,35601300
2018-03-07,905.000000,910.000000,850.000000,885.000000,811.781128,102570500
2018-03-08,885.000000,895.000000,860.000000,875.000000,802.608398,33177200
2018-03-09,870.000000,880.000000,845.000000,850.000000,779.676697,39720000
2018-03-12,880.000000,900.000000,880.000000,900.000000,825.540039,57585600
2018-03-13,900.000000,900.000000,870.000000,880.000000,807.194763,29402200
2018-03-14,880.000000,885.000000,865.000000,880.000000,807.194763,27065400
2018-03-15,865.000000,880.000000,855.000000,860.000000,788.849365,28052000
2018-03-16,860.000000,860.000000,840.000000,845.000000,775.090393,24534400
2018-03-19,845.000000,860.000000,820.000000,820.000000,752.158691,24939800
2018-03-20,810.000000,820.000000,795.000000,805.000000,738.399719,34026000
2018-03-21,805.000000,850.000000,805.000000,835.000000,765.917725,37710400
2018-03-22,835.000000,850.000000,820.000000,820.000000,752.158691,26026400
2018-03-23,795.000000,800.000000,780.000000,790.000000,724.640686,45850200
2018-03-26,800.000000,820.000000,785.000000,785.000000,720.054382,54393300
2018-03-27,800.000000,805.000000,765.000000,775.000000,710.881775,61345200
2018-03-28,765.000000,785.000000,765.000000,770.000000,706.295471,32011800
2018-03-29,770.000000,790.000000,770.000000,775.000000,710.881775,204176400
2018-03-30,775.000000,775.000000,775.000000,775.000000,710.881775,0
2018-04-02,785.000000,805.000000,785.000000,795.000000,729.227051,45249700
2018-04-03,790.000000,815.000000,790.000000,805.000000,738.399719,55993500
2018-04-04,810.000000,815.000000,775.000000,775.000000,710.881775,71182400
2018-04-05,800.000000,810.000000,790.000000,800.000000,733.813416,51596500
2018-04-06,795.000000,810.000000,795.000000,805.000000,738.399719,66940200
2018-04-09,805.000000,850.000000,800.000000,850.000000,779.676697,89643600
2018-04-10,855.000000,865.000000,845.000000,850.000000,779.676697,58705500
2018-04-11,850.000000,870.000000,835.000000,865.000000,793.435730,170456400
2018-04-12,880.000000,890.000000,855.000000,865.000000,793.435730,137906400
2018-04-13,875.000000,880.000000,860.000000,880.000000,807.194763,54329700
2018-04-16,880.000000,880.000000,880.000000,880.000000,807.194763,0
2018-04-17,880.000000,880.000000,880.000000,880.000000,807.194763,0
2018-04-18,870.000000,890.000000,860.000000,885.000000,811.781128,65244700
2018-04-19,885.000000,885.000000,885.000000,885.000000,811.781128,0
2018-04-20,885.000000,885.000000,885.000000,885.000000,813.610596,0
2018-04-23,900.000000,910.000000,885.000000,895.000000,822.803955,57180100
2018-04-24,885.000000,885.000000,850.000000,860.000000,790.627197,124908400
2018-04-25,860.000000,860.000000,860.000000,860.000000,790.627197,0
2018-04-26,860.000000,860.000000,860.000000,860.000000,790.627197,0
2018-04-27,860.000000,860.000000,860.000000,860.000000,790.627197,0
2018-04-30,825.000000,845.000000,815.000000,845.000000,776.837158,40924600
2018-05-01,845.000000,845.000000,845.000000,845.000000,776.837158,0
2018-05-02,845.000000,865.000000,830.000000,865.000000,795.223877,44583500
2018-05-03,860.000000,860.000000,825.000000,840.000000,772.240540,41029900
2018-05-04,840.000000,840.000000,820.000000,830.000000,763.047241,27663100
2018-05-07,830.000000,845.000000,810.000000,810.000000,744.660583,34347200
2018-05-08,815.000000,815.000000,785.000000,790.000000,726.273804,38955100
2018-05-09,800.000000,810.000000,775.000000,805.000000,740.063843,31952100
2018-05-10,805.000000,805.000000,805.000000,805.000000,740.063843,0
2018-05-11,815.000000,820.000000,800.000000,810.000000,744.660583,21166000
2018-05-14,805.000000,825.000000,785.000000,815.000000,749.257202,52437900
2018-05-15,825.000000,830.000000,805.000000,820.000000,753.853821,35206800
2018-05-16,815.000000,825.000000,805.000000,810.000000,744.660583,43438700
2018-05-17,815.000000,830.000000,810.000000,825.000000,758.450500,30909700
2018-05-18,835.000000,865.000000,825.000000,850.000000,781.433838,68215100
2018-05-21,860.000000,890.000000,845.000000,880.000000,809.013916,90967600
2018-05-22,880.000000,885.000000,845.000000,845.000000,776.837158,62235400
2018-05-23,840.000000,860.000000,835.000000,845.000000,776.837158,28834200
2018-05-24,845.000000,885.000000,840.000000,885.000000,813.610596,63594700
2018-05-25,890.000000,900.000000,865.000000,870.000000,799.820496,50343600
2018-05-28,870.000000,870.000000,850.000000,855.000000,786.030518,28157100
2018-05-29,855.000000,855.000000,855.000000,855.000000,786.030518,0
2018-05-30,850.000000,865.000000,840.000000,850.000000,781.433838,33098900
2018-05-31,860.000000,870.000000,850.000000,865.000000,795.223877,43953700
2018-06-01,865.000000,865.000000,865.000000,865.000000,795.223877,0
2018-06-04,895.000000,895.000000,870.000000,880.000000,809.013916,62291200
2018-06-05,880.000000,895.000000,870.000000,885.000000,813.610596,60110800
2018-06-06,895.000000,1015.000000,895.000000,995.000000,914.737305,508895400
2018-06-07,1005.000000,1005.000000,935.000000,945.000000,868.770630,275452400
2018-06-08,945.000000,955.000000,905.000000,905.000000,831.997253,200362500
2018-06-11,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-12,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-13,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-14,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-15,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-18,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-19,905.000000,905.000000,905.000000,905.000000,831.997253,0
2018-06-20,890.000000,895.000000,855.000000,880.000000,809.013916,64935900
2018-06-21,880.000000,905.000000,875.000000,890.000000,818.207275,52368400
2018-06-22,900.000000,910.000000,880.000000,910.000000,836.593933,42965100
2018-06-25,925.000000,925.000000,880.000000,890.000000,818.207275,91154400
2018-06-26,880.000000,895.000000,865.000000,870.000000,799.820496,54919100
2018-06-27,875.000000,880.000000,825.000000,840.000000,772.240540,66853300
2018-06-28,840.000000,850.000000,805.000000,835.000000,767.643860,50855300
2018-06-29,850.000000,890.000000,825.000000,890.000000,818.207275,46732000
2018-07-02,880.000000,880.000000,810.000000,820.000000,753.853821,55488600
2018-07-03,830.000000,835.000000,795.000000,800.000000,735.467163,56216500
2018-07-04,795.000000,815.000000,765.000000,805.000000,740.063843,43947900
2018-07-05,805.000000,805.000000,775.000000,800.000000,735.467163,47671200
2018-07-06,800.000000,810.000000,780.000000,780.000000,717.080505,34218400
2018-07-09,790.000000,810.000000,790.000000,800.000000,735.467163,39966000
2018-07-10,810.000000,825.000000,805.000000,810.000000,744.660583,38359900
2018-07-11,800.000000,865.000000,795.000000,845.000000,776.837158,123699500
2018-07-12,850.000000,865.000000,840.000000,860.000000,790.627197,72284300
2018-07-13,880.000000,945.000000,875.000000,910.000000,836.593933,172649900
2018-07-16,915.000000,935.000000,895.000000,900.000000,827.400574,119203500
2018-07-17,905.000000,905.000000,875.000000,880.000000,809.013916,73995300
2018-07-18,885.000000,910.000000,875.000000,885.000000,813.610596,74310200
2018-07-19,895.000000,900.000000,870.000000,875.000000,804.417236,62368900
2018-07-20,870.000000,880.000000,865.000000,870.000000,799.820496,48279400
2018-07-23,875.000000,895.000000,870.000000,885.000000,813.610596,62488300
2018-07-24,885.000000,905.000000,880.000000,885.000000,813.610596,65016400
2018-07-25,895.000000,900.000000,880.000000,880.000000,809.013916,44411000
2018-07-26,890.000000,925.000000,890.000000,890.000000,818.207275,127167800
2018-07-27,895.000000,905.000000,885.000000,900.000000,827.400574,47461800
2018-07-30,895.000000,960.000000,890.000000,955.000000,877.963928,218292600
2018-07-31,955.000000,960.000000,910.000000,915.000000,841.190613,118883000
2018-08-01,925.000000,945.000000,920.000000,940.000000,864.174011,84475200
2018-08-02,925.000000,940.000000,910.000000,915.000000,841.190613,58688100
2018-08-03,920.000000,925.000000,890.000000,900.000000,827.400574,50570900
2018-08-06,905.000000,940.000000,905.000000,935.000000,859.577271,69575600
2018-08-07,945.000000,955.000000,920.000000,925.000000,850.383972,123380900
2018-08-08,935.000000,940.000000,915.000000,920.000000,845.787354,48764400
2018-08-09,925.000000,930.000000,905.000000,910.000000,836.593933,31836400
2018-08-10,915.000000,915.000000,895.000000,895.000000,822.803955,45945400
2018-08-13,890.000000,890.000000,850.000000,855.000000,786.030518,64752100
2018-08-14,850.000000,865.000000,825.000000,845.000000,776.837158,64021600
2018-08-15,835.000000,865.000000,830.000000,865.000000,795.223877,47421900
2018-08-16,845.000000,845.000000,825.000000,830.000000,763.047241,59004900
2018-08-17,830.000000,830.000000,830.000000,830.000000,763.047241,0
2018-08-20,845.000000,860.000000,835.000000,855.000000,786.030518,56120800
2018-08-21,860.000000,865.000000,835.000000,835.000000,767.643860,54643400
2018-08-22,835.000000,835.000000,835.000000,835.000000,767.643860,0
2018-08-23,845.000000,880.000000,840.000000,870.000000,799.820496,96147600
2018-08-24,870.000000,880.000000,855.000000,875.000000,804.417236,63389000
2018-08-27,890.000000,915.000000,885.000000,895.000000,822.803955,140381500
2018-08-28,905.000000,910.000000,875.000000,880.000000,809.013916,57171900
2018-08-29,890.000000,890.000000,860.000000,875.000000,804.417236,52790500
2018-08-30,895.000000,895.000000,860.000000,865.000000,795.223877,79928200
2018-08-31,855.000000,870.000000,840.000000,870.000000,799.820496,34526100
2018-09-03,855.000000,860.000000,830.000000,830.000000,763.047241,67120100
2018-09-04,830.000000,835.000000,805.000000,805.000000,740.063843,59449300
2018-09-05,800.000000,800.000000,755.000000,775.000000,712.483826,87152200
2018-09-06,770.000000,805.000000,765.000000,800.000000,735.467163,61378500
2018-09-07,810.000000,815.000000,785.000000,795.000000,730.870483,66652400
2018-09-10,805.000000,810.000000,785.000000,795.000000,730.870483,28979600
2018-09-11,795.000000,795.000000,795.000000,795.000000,730.870483,0
2018-09-12,795.000000,805.000000,780.000000,780.000000,717.080505,52060300
2018-09-13,800.000000,815.000000,785.000000,805.000000,740.063843,71033800
2018-09-14,810.000000,810.000000,795.000000,800.000000,735.467163,29160200
2018-09-17,800.000000,805.000000,780.000000,790.000000,726.273804,38810700
2018-09-18,785.000000,795.000000,780.000000,790.000000,726.273804,31323700
2018-09-19,800.000000,805.000000,785.000000,790.000000,726.273804,53035200
2018-09-20,800.000000,810.000000,795.000000,795.000000,730.870483,77237500
2018-09-21,800.000000,820.000000,795.000000,820.000000,753.853821,90191400
2018-09-24,825.000000,830.000000,800.000000,800.000000,735.467163,85676100
2018-09-25,795.000000,810.000000,790.000000,805.000000,740.063843,33820000
2018-09-26,810.000000,815.000000,800.000000,805.000000,740.063843,26522800
2018-09-27,805.000000,845.000000,800.000000,835.000000,767.643860,121821300
2018-09-28,840.000000,855.000000,830.000000,845.000000,776.837158,117168800
2018-10-01,845.000000,845.000000,820.000000,825.000000,758.450500,46380400
2018-10-02,820.000000,825.000000,795.000000,795.000000,730.870483,70836100
2018-10-03,805.000000,815.000000,795.000000,810.000000,744.660583,33628000
2018-10-04,815.000000,820.000000,795.000000,800.000000,735.467163,64982700
2018-10-05,790.000000,805.000000,790.000000,800.000000,735.467163,32173200
2018-10-08,805.000000,830.000000,800.000000,810.000000,744.660583,67517200
2018-10-09,810.000000,820.000000,800.000000,810.000000,744.660583,21828100
2018-10-10,820.000000,820.000000,810.000000,820.000000,753.853821,35832700
2018-10-11,800.000000,800.000000,785.000000,785.000000,721.677185,60716400
2018-10-12,785.000000,805.000000,785.000000,795.000000,730.870483,50812800
2018-10-15,800.000000,800.000000,760.000000,765.000000,703.290527,103162700
2018-10-16,770.000000,775.000000,755.000000,760.000000,698.693848,33977500
2018-10-17,770.000000,790.000000,770.000000,780.000000,717.080505,51076700
2018-10-18,775.000000,780.000000,755.000000,765.000000,703.290527,61519900
2018-10-19,760.000000,780.000000,755.000000,765.000000,703.290527,59274100
2018-10-22,765.000000,775.000000,760.000000,765.000000,703.290527,29023400
2018-10-23,765.000000,770.000000,750.000000,755.000000,694.097046,36483800
2018-10-24,755.000000,760.000000,730.000000,740.000000,680.307129,51771700
2018-10-25,720.000000,730.000000,715.000000,720.000000,661.920532,47540600
2018-10-26,725.000000,730.000000,720.000000,725.000000,666.517151,35077800
2018-10-29,725.000000,730.000000,705.000000,705.000000,648.130493,30060300
2018-10-30,700.000000,705.000000,670.000000,675.000000,620.550476,99346500
2018-10-31,680.000000,685.000000,665.000000,680.000000,625.147095,50382400
2018-11-01,680.000000,705.000000,680.000000,685.000000,629.743774,92372600
2018-11-02,700.000000,705.000000,685.000000,695.000000,638.937134,63297900
2018-11-05,690.000000,695.000000,685.000000,690.000000,634.340515,17071600
2018-11-06,690.000000,700.000000,680.000000,680.000000,625.147095,28148600
2018-11-07,690.000000,705.000000,685.000000,695.000000,638.937134,52473300
2018-11-08,700.000000,720.000000,695.000000,710.000000,652.727112,84546900
2018-11-09,710.000000,715.000000,695.000000,700.000000,643.533752,33748400
2018-11-12,695.000000,700.000000,685.000000,685.000000,629.743774,22863900
2018-11-13,675.000000,695.000000,665.000000,690.000000,634.340515,35992700
2018-11-14,690.000000,695.000000,670.000000,670.000000,615.953796,48399300
2018-11-15,670.000000,680.000000,660.000000,670.000000,615.953796,61467300
2018-11-16,675.000000,695.000000,670.000000,680.000000,625.147095,54547400
2018-11-19,690.000000,690.000000,670.000000,675.000000,620.550476,25582600
2018-11-20,675.000000,675.000000,675.000000,675.000000,620.550476,0
2018-11-21,670.000000,675.000000,640.000000,645.000000,592.970459,72891500
2018-11-22,645.000000,655.000000,625.000000,625.000000,574.583740,65660900
2018-11-23,630.000000,635.000000,620.000000,625.000000,574.583740,46061900
2018-11-26,625.000000,630.000000,600.000000,605.000000,556.197083,60427400
2018-11-27,605.000000,615.000000,595.000000,595.000000,547.003662,48074000
2018-11-28,600.000000,610.000000,595.000000,600.000000,551.600342,38118700
2018-11-29,610.000000,625.000000,605.000000,625.000000,574.583740,51894500
2018-11-30,625.000000,635.000000,615.000000,615.000000,565.390320,44427900
2018-12-03,640.000000,735.000000,640.000000,735.000000,675.710510,319380300
2018-12-04,735.000000,735.000000,705.000000,710.000000,652.727112,114477100
2018-12-05,690.000000,745.000000,690.000000,740.000000,680.307129,181244900
2018-12-06,735.000000,750.000000,725.000000,735.000000,675.710510,87724500
2018-12-07,740.000000,740.000000,720.000000,725.000000,666.517151,43586800
2018-12-10,715.000000,725.000000,710.000000,720.000000,661.920532,39041000
2018-12-11,720.000000,770.000000,710.000000,755.000000,694.097046,138590700
2018-12-12,765.000000,770.000000,745.000000,755.000000,694.097046,49860000
2018-12-13,760.000000,780.000000,755.000000,765.000000,703.290527,82314700
2018-12-14,760.000000,765.000000,750.000000,755.000000,694.097046,35617200
2018-12-17,760.000000,765.000000,730.000000,730.000000,671.113770,44969700
2018-12-18,730.000000,765.000000,715.000000,750.000000,689.500488,82577000
2018-12-19,755.000000,765.000000,740.000000,760.000000,698.693848,47553700
2018-12-20,755.000000,780.000000,755.000000,765.000000,703.290527,85694000
2018-12-21,765.000000,795.000000,760.000000,770.000000,707.887207,135346100
2018-12-24,770.000000,770.000000,770.000000,770.000000,707.887207,0
2018-12-25,770.000000,770.000000,770.000000,770.000000,707.887207,0
2018-12-26,760.000000,790.000000,760.000000,770.000000,707.887207,71071800
2018-12-27,785.000000,785.000000,765.000000,770.000000,707.887207,37337500
2018-12-28,775.000000,775.000000,760.000000,765.000000,703.290527,38070900
2018-12-31,765.000000,765.000000,765.000000,765.000000,703.290527,0
2019-01-01,765.000000,765.000000,765.000000,765.000000,703.290527,0
2019-01-02,770.000000,775.000000,735.000000,740.000000,680.307129,53128900
2019-01-03,750.000000,755.000000,740.000000,750.000000,689.500488,34641100
2019-01-04,750.000000,765.000000,745.000000,760.000000,698.693848,59878500
2019-01-07,775.000000,785.000000,765.000000,770.000000,707.887207,65853100
2019-01-08,775.000000,780.000000,755.000000,760.000000,698.693848,82485900
2019-01-09,770.000000,790.000000,765.000000,780.000000,717.080505,105654500
2019-01-10,780.000000,805.000000,775.000000,790.000000,726.273804,150289500
2019-01-11,795.000000,800.000000,780.000000,790.000000,726.273804,56407400
2019-01-14,795.000000,795.000000,775.000000,780.000000,717.080505,41648200
2019-01-15,780.000000,830.000000,780.000000,820.000000,753.853821,165281200
2019-01-16,830.000000,885.000000,825.000000,870.000000,799.820496,245187100
2019-01-17,870.000000,885.000000,840.000000,845.000000,776.837158,92137700
2019-01-18,850.000000,870.000000,840.000000,850.000000,781.433838,73986800
2019-01-21,855.000000,870.000000,850.000000,855.000000,786.030518,72190100
2019-01-22,855.000000,860.000000,820.000000,830.000000,763.047241,77107300
2019-01-23,830.000000,885.000000,825.000000,860.000000,790.627197,141396200
2019-01-24,865.000000,905.000000,855.000000,895.000000,822.803955,196537400
2019-01-25,895.000000,945.000000,895.000000,930.000000,854.980591,261090200
2019-01-28,945.000000,950.000000,910.000000,910.000000,836.593933,132450700
2019-01-29,910.000000,930.000000,900.000000,920.000000,845.787354,96595800
2019-01-30,935.000000,960.000000,935.000000,950.000000,873.367310,180203800
2019-01-31,965.000000,980.000000,955.000000,965.000000,887.157288,133938100
2019-02-01,975.000000,975.000000,955.000000,960.000000,882.560547,59971800
2019-02-04,970.000000,1040.000000,970.000000,1010.000000,928.527344,303518900
2019-02-05,1010.000000,1010.000000,1010.000000,1010.000000,928.527344,0
2019-02-06,1025.000000,1100.000000,1005.000000,1095.000000,1006.670654,285524200
2019-02-07,1080.000000,1150.000000,1050.000000,1060.000000,974.494019,369835900
2019-02-08,1050.000000,1080.000000,1025.000000,1025.000000,942.317322,179593300
2019-02-11,1025.000000,1025.000000,975.000000,980.000000,900.947327,222915600
2019-02-12,980.000000,995.000000,935.000000,960.000000,882.560547,182840300
2019-02-13,975.000000,1040.000000,950.000000,1010.000000,928.527344,277124100
2019-02-14,1020.000000,1030.000000,985.000000,1000.000000,919.333984,139034400
2019-02-15,990.000000,995.000000,950.000000,950.000000,873.367310,142476600
2019-02-18,975.000000,1020.000000,970.000000,995.000000,914.737305,173591600
2019-02-19,1000.000000,1055.000000,995.000000,1025.000000,942.317322,255674400
2019-02-20,1040.000000,1090.000000,1040.000000,1060.000000,974.494019,261788400
2019-02-21,1080.000000,1085.000000,1030.000000,1035.000000,951.510681,158909700
2019-02-22,1035.000000,1060.000000,1010.000000,1055.000000,969.897400,129281800
2019-02-25,1065.000000,1090.000000,1060.000000,1085.000000,997.477417,177237000
2019-02-26,1075.000000,1075.000000,1035.000000,1045.000000,960.703979,148389300
2019-02-27,1055.000000,1060.000000,1030.000000,1030.000000,946.914063,61838900
2019-02-28,1040.000000,1045.000000,980.000000,1015.000000,933.123962,192898000
2019-03-01,1000.000000,1055.000000,1000.000000,1055.000000,969.897400,117661600
2019-03-04,1060.000000,1075.000000,1045.000000,1050.000000,965.300598,100864600
2019-03-05,1040.000000,1065.000000,1015.000000,1035.000000,951.510681,126418900
2019-03-06,1050.000000,1065.000000,1040.000000,1045.000000,960.703979,87855200
2019-03-07,1045.000000,1045.000000,1045.000000,1045.000000,960.703979,0
2019-03-08,1010.000000,1015.000000,990.000000,990.000000,910.140625,137044900
2019-03-11,1010.000000,1025.000000,990.000000,1000.000000,919.333984,113206700
2019-03-12,1010.000000,1015.000000,955.000000,970.000000,891.754028,112741300
2019-03-13,975.000000,990.000000,960.000000,975.000000,896.350647,70906700
2019-03-14,975.000000,975.000000,960.000000,970.000000,891.754028,52086700
2019-03-15,965.000000,990.000000,950.000000,980.000000,900.947327,52543600
2019-03-18,980.000000,985.000000,950.000000,955.000000,877.963928,66583200
2019-03-19,960.000000,975.000000,955.000000,960.000000,882.560547,54664800
2019-03-20,960.000000,980.000000,960.000000,960.000000,882.560547,46591800
2019-03-21,970.000000,980.000000,960.000000,960.000000,882.560547,36264300
2019-03-22,960.000000,965.000000,950.000000,960.000000,882.560547,30085500
2019-03-25,940.000000,945.000000,910.000000,920.000000,845.787354,91297400
2019-03-26,925.000000,940.000000,910.000000,920.000000,845.787354,46660500
2019-03-27,925.000000,925.000000,895.000000,900.000000,827.400574,43588200
2019-03-28,895.000000,915.000000,880.000000,885.000000,813.610596,67961100
2019-03-29,880.000000,895.000000,870.000000,890.000000,818.207275,57042100
2019-04-01,900.000000,945.000000,900.000000,940.000000,864.174011,116863400
2019-04-02,940.000000,950.000000,920.000000,925.000000,850.383972,92989900
2019-04-03,925.000000,925.000000,925.000000,925.000000,850.383972,0
2019-04-04,935.000000,945.000000,910.000000,915.000000,841.190613,43020200
2019-04-05,910.000000,925.000000,900.000000,900.000000,827.400574,27980200
2019-04-08,905.000000,910.000000,880.000000,885.000000,813.610596,58264600
2019-04-09,885.000000,915.000000,885.000000,905.000000,831.997253,41284200
2019-04-10,900.000000,910.000000,890.000000,895.000000,822.803955,36921100
2019-04-11,900.000000,905.000000,890.000000,900.000000,827.400574,30009000
2019-04-12,885.000000,890.000000,875.000000,880.000000,809.013916,33221800
2019-04-15,880.000000,890.000000,880.000000,885.000000,813.610596,30757400
2019-04-16,880.000000,900.000000,880.000000,895.000000,822.803955,27035500
2019-04-17,895.000000,895.000000,895.000000,895.000000,822.803955,0
2019-04-18,905.000000,910.000000,885.000000,885.000000,813.610596,41688500
2019-04-19,885.000000,885.000000,885.000000,885.000000,813.610596,0
2019-04-22,880.000000,890.000000,850.000000,855.000000,786.030518,75543000
2019-04-23,860.000000,890.000000,855.000000,890.000000,818.207275,54820700
2019-04-24,890.000000,890.000000,875.000000,880.000000,809.013916,28625000
2019-04-25,880.000000,885.000000,865.000000,870.000000,799.820496,28515800
2019-04-26,865.000000,880.000000,865.000000,875.000000,804.417236,33910900
2019-04-29,875.000000,885.000000,870.000000,875.000000,804.417236,26437700
2019-04-30,875.000000,880.000000,855.000000,865.000000,795.223877,47939900
2019-05-01,865.000000,865.000000,865.000000,865.000000,795.223877,0
2019-05-02,865.000000,870.000000,815.000000,820.000000,753.853821,105857000
2019-05-03,820.000000,825.000000,785.000000,790.000000,726.273804,95259500
2019-05-06,780.000000,780.000000,745.000000,760.000000,710.146057,83337600
2019-05-07,765.000000,780.000000,765.000000,765.000000,714.818115,37394800
2019-05-08,755.000000,770.000000,750.000000,765.000000,714.818115,38541800
2019-05-09,765.000000,770.000000,730.000000,730.000000,682.113953,55956100
2019-05-10,740.000000,750.000000,720.000000,745.000000,696.130005,57424000
2019-05-13,745.000000,750.000000,725.000000,730.000000,682.113953,45550200
2019-05-14,720.000000,720.000000,700.000000,710.000000,663.425903,66670300
2019-05-15,720.000000,735.000000,695.000000,700.000000,654.081909,100102600
2019-05-16,700.000000,715.000000,680.000000,685.000000,640.065857,52975400
2019-05-17,690.000000,695.000000,670.000000,670.000000,626.049805,36307200
2019-05-20,675.000000,690.000000,660.000000,685.000000,640.065857,49978300
2019-05-21,690.000000,725.000000,690.000000,710.000000,663.425903,65902900
2019-05-22,700.000000,725.000000,700.000000,710.000000,663.425903,49193900
2019-05-23,710.000000,740.000000,710.000000,740.000000,691.457947,62518900
2019-05-24,740.000000,755.000000,720.000000,730.000000,682.113953,84783700
2019-05-27,740.000000,760.000000,735.000000,740.000000,691.457947,75187700
2019-05-28,750.000000,750.000000,720.000000,720.000000,672.769958,56803700
2019-05-29,710.000000,725.000000,705.000000,715.000000,668.097961,38469900
2019-05-30,715.000000,715.000000,715.000000,715.000000,668.097961,0
2019-05-31,715.000000,730.000000,715.000000,725.000000,677.441956,33515000
2019-06-03,725.000000,725.000000,725.000000,725.000000,677.441956,0
2019-06-04,725.000000,725.000000,725.000000,725.000000,677.441956,0
2019-06-05,725.000000,725.000000,725.000000,725.000000,677.441956,0
2019-06-06,725.000000,725.000000,725.000000,725.000000,677.441956,0
2019-06-07,725.000000,725.000000,725.000000,725.000000,677.441956,0
2019-06-10,730.000000,800.000000,730.000000,780.000000,728.834106,172262900
2019-06-11,785.000000,815.000000,770.000000,795.000000,742.850159,116959700
2019-06-12,795.000000,810.000000,780.000000,785.000000,733.506165,54716300
2019-06-13,785.000000,790.000000,765.000000,780.000000,728.834106,41048700
2019-06-14,785.000000,795.000000,775.000000,790.000000,738.178101,51605300
2019-06-17,800.000000,805.000000,760.000000,765.000000,714.818115,46657900
2019-06-18,765.000000,780.000000,765.000000,775.000000,724.162109,24803000
2019-06-19,null,null,null,null,null,null
2019-06-20,810.000000,825.000000,800.000000,805.000000,752.194153,91642200
2019-06-21,815.000000,820.000000,785.000000,800.000000,747.522156,82014000
2019-06-24,805.000000,815.000000,795.000000,795.000000,742.850159,37223500
2019-06-25,805.000000,850.000000,795.000000,845.000000,789.570251,242773400
